estado;año_inicio_comercialización;tipo;espacio_de_comercialización;corregimiento_o_barrio;sexo;inscrito_en_cedezo;tipo_de_inscripción;comuna;productos;"vereda"
activo;2019;productor;indirecto;santa elena;femenino;no se encuentra inscrito;indirecto;santa elena;mora tomate de arbol, aromaticas, papa capira;"el llano"
activo;2019;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;platano,  naranja, mandarina, limon;"aldea"
activo;2019;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;platano, limon, naranja, mandarina;"aldea"
activo;2019;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;platano , café, aguacate, naranja, mandarina, limon, banano, guineo;"urquita"
activo;2019;productor-plantas;la floresta;san cristobal;no dato;no se encuentra inscrito;directo;san cristobal;plantas ornamentales, suculentas, orquiedeas, y anturios, hortalizas;"el llano"
activo;2019;productor;parque de la vida;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;cilantro, cebolla junca, cebolla veleña, apio, yantel, cebolla de huevo, zanahoria, remolacha, espinaca, lechuga;"el uvito"
activo;2019;productor;eventos;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;froles y hortalizas;"la cuchilla"
activo;2019;productor;eventos;san cristobal;femenino;no se encuentra inscrito;directo;san cristobal;hortalizas y huevos;"el llano"
activo;2019;productor-plantas;eventos;san cristobal;femenino;no se encuentra inscrito;directo;san cristobal;plantas ornamentales, suculentas, anturios, plantas medicinales y aromaticas;"la cuchilla"
activo;2019;productor;eventos;san sebastian de palmitas;femenino;no se encuentra inscrito;directo;san sebastian de palmitas;banano, aji, limon, platano, habichuela, arverja, cebolla, cilantro;"la frisola"
activo;2019;productor;eventos;san cristobal;femenino;no se encuentra inscrito;directo;san cristobal;hortalizas, espinaca, brocoli, coliflor, apio, lechuga, cilantro, huevos, cebollas, suculentas;"el llano"
activo;2019;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;plantano, naranja, aguacate, mandarina, limon, yuca;"potrera"
activo;2019;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;limon naranja yuca, platano aguacate;"urquita"
activo;2019;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;café, limon, platano, yuca, mandarina;"aldea"
activo;2019;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;limon, cebolla, banano, mandarina, naranja, frijol, arverja, habichuela, zanahoria, remolacha, zuquini, tomate;"la suiza"
activo;2019;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;cebolla junca, cilantro;"la frisola"
activo;2019;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;café, cebolla, platano, banano, naranja, mandarina, limon;"el morron"
activo;2019;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;yuca naranja, aguacate, mandarina, melocoton, maiz, firjol, platano, banano, guineo, café, guanabana;"la sucia"
activo;2019;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;platano, banano, cebolla junca, yuca, limon, mandarina, naranja, cilantro, frijol, tomate de aliño, caña de azucar;"la potrera"
activo;2019;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;café, caña, platano, limones;"la aldea"
activo;2019;productor;indirecto;santa elena;femenino;no se encuentra inscrito;indirecto;santa elena;plantulas, aromaticas, suculentas, cebolla junca, perejil, ajo, cilantro;"el placer"
activo;2019;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;naranja, limon, mandarina, platano, yuca, aguacate;"aldea"
activo;2019;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;banano, café, platano, limon;"potrera"
activo;2019;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;café, plátano, banano, guineo, limón, naranja;"potrera"
activo;2019;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;café, platano, guineo, banano, limon, cidras, yuca;"aldea"
activo;2019;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;banano , guineo, limon, platano, cidras, café;"la potrera"
activo;2019;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;caña, panela platano, hoja de biao, limon, banano, guineo;"aldea"
activo;2019;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;platano y citricos;"la sucia"
activo;2019;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;huevos;"las playas"
activo;2019;productor-plantas;eventos;santa elena;masculino;no se encuentra inscrito;directo;santa elena;kokedamas con plantas ornamentales, suculentas y oramaticas;"piedra gorda"
activo;2019;productor;eventos;san sebastian de palmitas;masculino;no se encuentra inscrito;directo;san sebastian de palmitas;hortalizas;"la sucia"
activo;2019;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;café , platano, limon y naranja;"aldea"
activo;2019;productor;eventos;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;aguacate, lechuga, tomate, fresa, cilantro, espinaca, perejil, hortalizas verdes, etc.;"boqueron"
activo;2019;productor;eventos;san cristobal;masculino;no se encuentra inscrito;directo;san cristobal;hortalizas;"uvito"
activo;2019;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;romero, espinaca, brevas cilantro y cebolla;"el llano"
activo;2019;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;cilantro y perejil crespo;"las playas"
activo;2019;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;cebolla junca, perejil crespo, cilantro, cebolla veleña, ají dulce;"las playas"
activo;2019;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;cebolla junca, ají dulce, cilantro;"las playas"
activo;2019;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;cilantro, cebolla junca, flores variadas y platanos;"las playas"
activo;2019;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;perejil, aji dulce, mostaza, coles, sachainchi, yuca;"las playas"
activo;2019;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;cebolla junca, cilantro , ajo, flores, aromaticas y coles;"las playas"
activo;2019;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;cebolla junca, perejil, cilantro, ajo, flores, coles, espinaca, tomate aliño, naranja, limon, aromaticas;"las playas"
activo;2019;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;cebolla, ajo, aromaticas, aji, tomate, coles, frijol, habichuela, cilantro, tomate de aliño, tomate perla, ahuyama, naranja;"el uvito"
activo;2019;productor;indirecto;san cristobal;femenino;no se encuentra inscrito;indirecto;san cristobal;lechuga crespa , remolacha, brocoli, coliflor, cilantro, perejil, albahaca, cebolla de huevo, cebolla de rama, espinaca, tomate cherry, arveja.;"el plan"
activo;2019;productor;indirecto;santa elena;masculino;no se encuentra inscrito;indirecto;santa elena;girasol, ruda, papa criolla, mora, granadilla, fresa.;"san ignacio"
activo;2019;productor;indirecto;santa elena;masculino;no se encuentra inscrito;indirecto;santa elena;papa criolla, capira, ruda, espinaca, mostaza;"el llano"
activo;2019;productor;indirecto;santa elena;masculino;no se encuentra inscrito;indirecto;santa elena;papa capira, papa criolla, yacon, aromaticas, mostaza coles, tomate de arbol;"el llano"
activo;2019;productor;indirecto;san cristobal;masculino;no se encuentra inscrito;indirecto;san cristobal;aguacate, tomate, papa, lechuga, citricos, durazno, frijol, victoria, cilantro.;"san jose de la montaña"
activo;2019;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;citricos,: naranja y mandarina;"urquita"
activo;2019;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;plátano;"urquita"
activo;2019;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;platano, guineo, citrico;"urquita"
activo;2019;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;platano y guineo;"la potrera"
activo;2019;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;limon mandariana, naranja;"la potrera"
activo;2019;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;maracuya, cacao, limon, mandarina, naranja,;"la sucia"
activo;2019;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;platano, banano, guineo, limones, naranja, mandarina, aguacate, café;"la sucia"
activo;2019;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;limon, café, platano, banano, mandarina, naranja, frijol, tomate, yuca, habichuela;"la potrera"
activo;2019;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;frijol, arveja, guayaba, limo, naranja, lulo, platano, banano, guineo;"aldea"
activo;2019;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;cebolla junca, platano, cilantro, maiz, naranja, cobolla veleña;"aldea"
activo;2019;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;café, platano, banano , guineo, tomate de aliño, aguacate, yuca, frijol;"la potrera"
activo;2019;productor;indirecto;san sebastian de palmitas;femenino;no se encuentra inscrito;indirecto;san sebastian de palmitas;café. plátano, banano, guineo, yuca, arracacha, limon, naranja, aguacate, aromaticas variadas;"centralidad"
activo;2019;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;café, platano, guineo, banano, cebolla junca;"aldea"
activo;2019;productor;eventos;san cristobal;no dato;no se encuentra inscrito;directo;san cristobal;plantas suculentas y aromaticas de diferentes tamaños, hortalizas como , cebolla, cilantro, aji, naranja, limon;"centralidad"
activo;2019;productor;indirecto;san sebastian de palmitas;masculino;no se encuentra inscrito;indirecto;san sebastian de palmitas;café, platano, limon, naranja, banano, guineo;"la potrera"
activo;2019;productor;eventos;santa elena;femenino;no se encuentra inscrito;directo;santa elena;lechuga, cebolla, remolacha, zanahoria, calabacin, lulo, cebolla puerro, espinaca;"piedra gorda"
activo;2019;productor;eventos;san cristobal;femenino;no se encuentra inscrito;directo;san cristobal;cebolla junca, veleña, acelga;el llano
