edad;sexo;actividad;comuna
58;mujer;produccion;2
24;mujer;produccion;9
57;mujer;comercio;10
59;mujer;servicios;5
63;mujer;comercio;11
64;mujer;comercio;10
57;mujer;servicios;9
60;mujer;servicios;12
55;mujer;produccion;5
23;mujer;produccion;5
60;mujer;comercio;3
54;mujer;servicios;10
57;mujer;produccion;10
57;mujer;produccion;3
56;mujer;produccion;5
54;mujer;comercio;13
56;mujer;produccion;7
55;mujer;comercio;1
56;mujer;comercio;1
58;mujer;comercio;6
57;mujer;produccion;80
57;mujer;produccion;9
55;mujer;comercio;9
58;mujer;comercio;13
57;mujer;comercio;6
33;mujer;comercio;2
57;mujer;produccion;2
60;mujer;servicios;16
57;mujer;comercio;5
59;mujer;comercio;3
61;mujer;servicios;9
56;mujer;comercio;13
55;mujer;produccion;10
54;mujer;comercio;60
56;mujer;produccion;13
22;mujer;produccion;6
57;mujer;produccion;13
59;mujer;comercio;80
57;mujer;produccion;60
58;mujer;produccion;7
58;mujer;comercio;10
55;mujer;produccion;3
57;mujer;servicios;9
58;mujer;servicios;9
56;mujer;produccion;4
38;mujer;servicios;10
56;mujer;produccion;13
59;mujer;comercio;10
55;mujer;produccion;6
55;mujer;servicios;13
55;mujer;produccion;80
55;mujer;servicios;5
57;mujer;servicios;5
55;mujer;servicios;11
55;mujer;comercio;11
55;mujer;comercio;10
57;mujer;produccion;5
56;mujer;comercio;1
54;mujer;produccion;13
55;mujer;produccion;13
62;mujer;comercio;9
55;mujer;produccion;2
54;mujer;comercio;7
56;mujer;comercio;7
54;mujer;comercio;4
58;mujer;comercio;16
54;mujer;produccion;4
56;mujer;produccion;4
60;mujer;servicios;8
54;mujer;comercio;7
55;mujer;produccion;7
57;mujer;comercio;7
57;mujer;produccion;9
56;mujer;comercio;9
54;mujer;produccion;8
56;mujer;produccion;8
55;mujer;comercio;15
59;mujer;produccion;11
56;mujer;comercio;7
62;mujer;produccion;9
54;mujer;comercio;9
57;mujer;comercio;9
54;mujer;comercio;5
55;mujer;produccion;5
55;mujer;servicios;90
56;mujer;servicios;9
56;mujer;comercio;4
57;mujer;produccion;7
58;mujer;comercio;9
54;mujer;produccion;16
56;mujer;produccion;16
57;mujer;comercio;4
57;mujer;comercio;3
56;mujer;servicios;7
56;mujer;servicios;16
62;mujer;comercio;3
57;mujer;comercio;1
57;mujer;produccion;6
56;mujer;comercio;13
55;mujer;produccion;8
56;mujer;comercio;7
56;mujer;produccion;2
57;mujer;comercio;3
57;mujer;comercio;7
56;mujer;servicios;7
54;mujer;produccion;8
56;mujer;comercio;8
55;mujer;comercio;8
57;mujer;servicios;8
64;mujer;produccion;9
55;mujer;servicios;7
55;mujer;comercio;60
58;mujer;comercio;13
56;mujer;comercio;9
59;mujer;comercio;13
54;mujer;produccion;7
54;mujer;comercio;6
53;mujer;produccion;13
55;mujer;comercio;2
56;mujer;comercio;2
54;mujer;comercio;1
55;mujer;comercio;11
56;mujer;comercio;11
54;mujer;produccion;3
56;mujer;produccion;3
55;mujer;comercio;15
54;mujer;comercio;2
56;mujer;comercio;1
55;mujer;comercio;7
56;mujer;produccion;1
54;mujer;produccion;4
54;mujer;comercio;13
57;mujer;comercio;13
59;mujer;comercio;13
56;mujer;comercio;3
57;mujer;comercio;3
54;mujer;comercio;4
54;mujer;servicios;5
56;mujer;produccion;5
56;mujer;comercio;60
48;mujer;comercio;2
58;mujer;comercio;60
53;mujer;comercio;9
55;mujer;comercio;9
56;mujer;produccion;6
57;mujer;comercio;4
56;mujer;produccion;5
58;mujer;comercio;5
54;mujer;comercio;8
55;mujer;comercio;2
55;mujer;produccion;1
55;mujer;produccion;4
57;mujer;comercio;4
54;mujer;produccion;9
55;mujer;produccion;13
55;mujer;comercio;9
57;mujer;comercio;9
54;mujer;produccion;7
54;mujer;comercio;4
55;mujer;produccion;13
53;mujer;produccion;11
53;mujer;produccion;5
54;mujer;produccion;4
54;mujer;comercio;10
55;mujer;produccion;3
56;mujer;servicios;4
57;mujer;comercio;6
54;mujer;produccion;6
21;mujer;produccion;1
53;mujer;comercio;3
54;mujer;comercio;7
55;mujer;comercio;6
56;mujer;comercio;5
58;mujer;comercio;1
56;mujer;comercio;2
53;mujer;produccion;9
55;mujer;comercio;7
52;mujer;produccion;6
53;mujer;comercio;1
55;mujer;comercio;1
55;mujer;produccion;7
55;mujer;produccion;16
63;mujer;produccion;8
51;mujer;produccion;60
53;mujer;comercio;1
54;mujer;produccion;13
57;mujer;comercio;16
53;mujer;comercio;3
55;mujer;comercio;3
54;mujer;comercio;8
53;mujer;comercio;15
54;mujer;produccion;15
53;mujer;comercio;10
53;mujer;comercio;2
55;mujer;comercio;4
54;mujer;comercio;80
53;mujer;comercio;8
54;mujer;comercio;8
56;mujer;comercio;7
56;mujer;comercio;2
53;mujer;comercio;10
54;mujer;comercio;7
54;mujer;servicios;6
55;mujer;produccion;1
52;mujer;servicios;3
54;mujer;comercio;16
53;mujer;produccion;9
56;mujer;produccion;6
54;mujer;comercio;6
48;mujer;comercio;2
55;mujer;comercio;13
54;mujer;comercio;3
52;mujer;comercio;13
52;mujer;produccion;4
53;mujer;produccion;4
53;mujer;comercio;7
53;mujer;servicios;5
54;mujer;produccion;9
58;mujer;comercio;2
53;mujer;servicios;5
56;mujer;produccion;4
55;mujer;produccion;3
52;mujer;comercio;5
55;mujer;comercio;4
54;mujer;comercio;3
53;mujer;produccion;7
54;mujer;comercio;5
55;mujer;comercio;9
53;mujer;servicios;4
54;mujer;produccion;5
52;mujer;comercio;4
54;mujer;comercio;4
53;mujer;produccion;2
53;mujer;comercio;90
54;mujer;comercio;60
54;mujer;produccion;5
54;mujer;comercio;13
57;mujer;comercio;11
53;mujer;comercio;3
52;mujer;comercio;9
54;mujer;produccion;4
53;mujer;comercio;4
51;mujer;comercio;80
54;mujer;servicios;6
54;mujer;produccion;7
53;mujer;comercio;5
54;mujer;comercio;5
52;mujer;servicios;3
53;mujer;servicios;11
54;mujer;comercio;10
53;mujer;comercio;16
52;mujer;produccion;5
54;mujer;produccion;5
51;mujer;comercio;1
54;mujer;produccion;3
55;mujer;comercio;6
55;mujer;comercio;7
56;mujer;comercio;7
53;mujer;servicios;8
53;mujer;produccion;13
52;mujer;comercio;9
52;mujer;comercio;9
52;mujer;comercio;4
55;mujer;comercio;16
55;mujer;comercio;4
54;mujer;produccion;13
53;mujer;produccion;9
57;mujer;comercio;6
20;mujer;comercio;15
53;mujer;comercio;10
52;mujer;comercio;80
52;mujer;comercio;4
53;mujer;servicios;11
54;mujer;servicios;3
53;mujer;comercio;4
55;mujer;comercio;9
57;mujer;comercio;9
52;mujer;comercio;4
53;mujer;comercio;4
53;mujer;comercio;1
53;mujer;comercio;9
53;mujer;servicios;7
55;mujer;servicios;7
54;mujer;produccion;1
51;mujer;servicios;90
52;mujer;produccion;6
51;mujer;produccion;8
53;mujer;produccion;8
52;mujer;comercio;10
54;mujer;comercio;10
53;mujer;comercio;6
55;mujer;comercio;6
53;mujer;comercio;1
52;mujer;servicios;60
53;mujer;comercio;9
52;mujer;produccion;16
53;mujer;comercio;16
53;mujer;comercio;3
52;mujer;servicios;4
52;mujer;comercio;4
52;mujer;produccion;4
52;mujer;produccion;3
52;mujer;comercio;4
54;mujer;comercio;6
52;mujer;comercio;2
33;mujer;comercio;90
52;mujer;comercio;4
55;mujer;servicios;16
53;mujer;comercio;8
54;mujer;produccion;13
52;mujer;comercio;5
56;mujer;comercio;10
55;mujer;comercio;16
61;mujer;produccion;16
53;mujer;servicios;10
54;mujer;comercio;13
52;mujer;comercio;7
54;mujer;comercio;12
53;mujer;comercio;7
51;mujer;comercio;1
53;mujer;comercio;1
54;mujer;produccion;10
53;mujer;comercio;4
54;mujer;comercio;8
26;mujer;comercio;10
52;mujer;comercio;2
54;mujer;comercio;10
53;mujer;produccion;7
51;mujer;servicios;8
53;mujer;produccion;60
55;mujer;produccion;60
51;mujer;comercio;3
52;mujer;comercio;3
57;mujer;comercio;1
53;mujer;produccion;8
52;mujer;comercio;10
56;mujer;produccion;13
55;mujer;comercio;13
53;mujer;comercio;60
54;mujer;comercio;1
52;mujer;comercio;9
43;mujer;produccion;4
54;mujer;produccion;5
51;mujer;comercio;3
51;mujer;produccion;3
53;mujer;produccion;4
52;mujer;servicios;3
52;mujer;comercio;14
54;mujer;comercio;14
41;mujer;produccion;2
41;mujer;comercio;6
41;mujer;produccion;1
40;mujer;produccion;6
39;mujer;comercio;6
38;mujer;servicios;5
41;mujer;comercio;9
41;mujer;comercio;12
39;mujer;servicios;6
40;mujer;comercio;5
41;mujer;comercio;5
38;mujer;servicios;4
40;mujer;produccion;1
38;mujer;comercio;6
50;mujer;servicios;1
39;mujer;comercio;4
41;mujer;comercio;4
40;mujer;comercio;2
40;mujer;comercio;7
39;mujer;comercio;12
38;mujer;produccion;9
40;mujer;comercio;9
38;mujer;servicios;5
39;mujer;comercio;6
38;mujer;comercio;8
40;mujer;servicios;2
38;mujer;comercio;8
40;mujer;comercio;8
39;mujer;produccion;1
38;mujer;servicios;1
39;mujer;produccion;2
38;mujer;comercio;1
37;mujer;produccion;7
40;mujer;comercio;10
39;mujer;produccion;5
39;mujer;comercio;13
39;mujer;produccion;1
37;mujer;comercio;8
40;mujer;comercio;8
38;mujer;produccion;6
38;mujer;produccion;1
60;mujer;produccion;9
40;mujer;produccion;1
38;mujer;produccion;9
37;mujer;servicios;1
39;mujer;comercio;1
37;mujer;produccion;7
38;mujer;servicios;12
39;mujer;servicios;12
37;mujer;comercio;4
39;mujer;comercio;1
42;mujer;produccion;8
44;mujer;produccion;8
38;mujer;comercio;6
26;mujer;comercio;12
39;mujer;comercio;3
40;mujer;produccion;2
37;mujer;produccion;60
40;mujer;comercio;70
40;mujer;comercio;2
37;mujer;comercio;6
38;mujer;comercio;6
39;mujer;comercio;6
36;mujer;produccion;1
38;mujer;produccion;6
46;mujer;comercio;6
37;mujer;comercio;2
37;mujer;produccion;7
37;mujer;comercio;1
38;mujer;produccion;6
38;mujer;produccion;8
38;mujer;servicios;1
36;mujer;comercio;13
38;mujer;comercio;8
36;mujer;comercio;4
35;mujer;servicios;2
37;mujer;servicios;2
39;mujer;comercio;3
38;mujer;comercio;8
37;mujer;servicios;2
48;mujer;comercio;90
43;mujer;comercio;11
40;mujer;comercio;3
38;mujer;comercio;3
36;mujer;produccion;1
32;mujer;comercio;4
38;mujer;comercio;7
40;mujer;produccion;7
39;mujer;produccion;13
38;mujer;servicios;4
39;mujer;comercio;7
39;mujer;comercio;9
40;mujer;comercio;16
42;mujer;produccion;13
40;mujer;comercio;4
39;mujer;comercio;10
39;mujer;comercio;90
43;mujer;comercio;8
41;mujer;servicios;5
38;hombre;comercio;8
39;mujer;produccion;15
39;mujer;servicios;1
40;mujer;comercio;7
40;mujer;servicios;7
41;mujer;comercio;3
37;mujer;comercio;6
38;mujer;servicios;2
41;mujer;servicios;4
39;mujer;servicios;7
40;mujer;comercio;60
41;mujer;comercio;2
37;mujer;comercio;8
37;mujer;comercio;13
40;mujer;comercio;90
39;mujer;comercio;60
39;mujer;servicios;14
42;mujer;servicios;3
38;mujer;comercio;8
40;mujer;comercio;60
38;mujer;produccion;1
37;mujer;comercio;2
39;mujer;comercio;2
38;mujer;produccion;12
38;mujer;comercio;1
40;mujer;produccion;12
40;mujer;comercio;10
40;mujer;servicios;1
40;mujer;produccion;4
39;mujer;produccion;4
40;mujer;comercio;4
41;mujer;comercio;3
40;mujer;servicios;6
38;mujer;comercio;7
38;mujer;comercio;7
39;mujer;comercio;7
38;mujer;comercio;5
38;mujer;comercio;2
39;mujer;comercio;2
39;mujer;comercio;16
40;mujer;comercio;13
39;mujer;produccion;3
38;mujer;comercio;1
42;mujer;comercio;4
39;mujer;comercio;7
38;mujer;produccion;80
39;mujer;comercio;10
39;mujer;comercio;5
37;mujer;comercio;90
39;mujer;comercio;60
38;mujer;servicios;13
38;mujer;comercio;5
37;mujer;produccion;1
37;mujer;comercio;2
39;mujer;produccion;13
38;mujer;comercio;1
39;mujer;comercio;1
37;mujer;comercio;8
28;mujer;comercio;1
36;mujer;comercio;4
38;mujer;comercio;4
36;mujer;servicios;4
37;mujer;comercio;4
36;mujer;comercio;90
37;mujer;comercio;80
36;mujer;servicios;90
36;mujer;comercio;13
38;mujer;produccion;1
37;mujer;comercio;4
37;mujer;produccion;80
35;mujer;comercio;1
36;mujer;produccion;4
34;mujer;produccion;13
36;mujer;produccion;13
36;mujer;produccion;7
34;mujer;servicios;90
36;mujer;comercio;7
35;mujer;servicios;3
35;mujer;servicios;80
35;mujer;servicios;3
35;mujer;produccion;13
33;mujer;comercio;7
35;mujer;produccion;60
34;mujer;servicios;7
34;mujer;produccion;7
33;mujer;produccion;80
35;mujer;comercio;4
34;mujer;comercio;14
35;mujer;comercio;13
34;mujer;comercio;70
33;mujer;comercio;9
32;mujer;servicios;15
33;mujer;produccion;15
34;mujer;comercio;15
33;mujer;comercio;80
35;mujer;comercio;80
38;mujer;produccion;13
31;mujer;servicios;14
32;mujer;produccion;60
38;mujer;servicios;8
37;mujer;comercio;13
38;mujer;produccion;7
36;mujer;produccion;8
38;mujer;comercio;60
37;mujer;comercio;90
36;mujer;servicios;1
36;mujer;produccion;1
38;mujer;comercio;1
37;mujer;comercio;5
40;mujer;comercio;5
38;mujer;comercio;1
39;mujer;comercio;1
37;mujer;comercio;4
38;mujer;comercio;6
37;mujer;comercio;10
37;mujer;comercio;1
38;mujer;comercio;10
39;mujer;servicios;7
37;mujer;comercio;7
38;mujer;comercio;7
36;mujer;servicios;9
37;mujer;comercio;13
38;mujer;comercio;13
38;mujer;produccion;13
39;mujer;comercio;3
37;mujer;comercio;7
36;mujer;servicios;6
37;mujer;comercio;4
39;mujer;produccion;6
36;mujer;produccion;4
38;mujer;comercio;3
36;mujer;servicios;1
37;mujer;comercio;9
38;mujer;comercio;1
38;mujer;produccion;4
37;mujer;produccion;13
36;mujer;comercio;7
30;mujer;comercio;1
39;mujer;comercio;8
40;mujer;comercio;8
37;mujer;servicios;3
37;mujer;comercio;2
37;mujer;comercio;9
38;mujer;comercio;3
37;mujer;comercio;1
38;mujer;comercio;8
37;mujer;produccion;13
48;mujer;produccion;9
33;mujer;servicios;16
33;mujer;comercio;16
59;mujer;comercio;12
35;mujer;servicios;13
37;mujer;comercio;4
38;mujer;comercio;10
36;mujer;produccion;4
35;mujer;produccion;3
37;mujer;comercio;6
35;mujer;comercio;2
36;mujer;comercio;7
38;mujer;comercio;10
37;mujer;comercio;8
37;mujer;produccion;13
35;mujer;comercio;8
36;mujer;comercio;8
35;mujer;produccion;4
35;mujer;servicios;9
37;mujer;servicios;4
35;mujer;comercio;1
36;mujer;comercio;8
37;mujer;produccion;1
36;mujer;comercio;3
37;mujer;produccion;8
37;mujer;comercio;4
37;mujer;comercio;2
48;mujer;comercio;1
35;mujer;comercio;10
36;mujer;comercio;10
36;mujer;servicios;4
34;mujer;comercio;8
36;mujer;comercio;8
36;mujer;produccion;11
36;mujer;comercio;9
36;mujer;servicios;4
36;mujer;comercio;9
36;mujer;produccion;3
34;mujer;servicios;90
36;mujer;comercio;13
34;mujer;comercio;4
37;mujer;servicios;6
34;mujer;comercio;4
36;mujer;comercio;10
36;mujer;comercio;2
36;mujer;comercio;4
35;mujer;comercio;9
35;mujer;produccion;7
35;mujer;produccion;1
35;mujer;produccion;9
22;mujer;produccion;7
36;mujer;comercio;5
34;mujer;comercio;7
36;mujer;comercio;6
34;mujer;comercio;4
36;mujer;comercio;1
39;mujer;comercio;1
37;mujer;produccion;13
36;mujer;comercio;3
39;mujer;comercio;9
37;mujer;servicios;6
40;mujer;comercio;1
37;mujer;servicios;5
39;mujer;produccion;4
36;mujer;comercio;1
37;mujer;servicios;90
40;mujer;produccion;6
37;mujer;produccion;7
37;mujer;servicios;8
38;mujer;produccion;2
37;mujer;comercio;2
38;mujer;comercio;3
36;mujer;comercio;5
38;mujer;produccion;5
36;mujer;comercio;8
36;mujer;produccion;3
37;mujer;servicios;70
37;mujer;comercio;4
39;mujer;comercio;4
39;mujer;comercio;16
36;mujer;comercio;1
61;mujer;comercio;2
36;mujer;comercio;4
38;mujer;produccion;4
38;mujer;comercio;9
50;mujer;produccion;1
36;mujer;servicios;7
37;mujer;produccion;9
57;mujer;produccion;10
36;mujer;comercio;4
38;mujer;comercio;3
37;mujer;comercio;13
37;mujer;produccion;9
53;mujer;comercio;8
37;mujer;produccion;50
36;mujer;comercio;13
37;mujer;comercio;13
37;mujer;comercio;8
37;mujer;comercio;10
35;mujer;servicios;4
37;mujer;produccion;3
37;mujer;comercio;4
35;mujer;servicios;7
38;mujer;comercio;1
37;mujer;comercio;1
38;mujer;comercio;1
38;mujer;comercio;1
38;mujer;comercio;1
36;mujer;comercio;3
37;mujer;comercio;13
36;mujer;comercio;60
35;mujer;produccion;80
37;mujer;comercio;9
36;mujer;produccion;9
36;mujer;produccion;13
36;mujer;comercio;7
38;mujer;servicios;8
36;mujer;comercio;13
41;mujer;comercio;3
37;mujer;comercio;8
36;mujer;comercio;7
38;mujer;comercio;7
38;mujer;comercio;13
35;mujer;comercio;10
37;mujer;comercio;6
36;mujer;produccion;9
62;mujer;produccion;9
37;mujer;produccion;7
36;mujer;comercio;80
38;mujer;comercio;7
35;mujer;comercio;4
36;mujer;comercio;60
35;mujer;comercio;13
37;mujer;produccion;4
37;mujer;comercio;9
36;mujer;servicios;1
37;mujer;produccion;9
35;mujer;servicios;7
35;mujer;comercio;4
35;mujer;produccion;3
37;mujer;servicios;4
38;mujer;comercio;6
36;mujer;comercio;7
37;mujer;comercio;13
35;mujer;produccion;3
36;mujer;produccion;3
36;mujer;servicios;60
35;mujer;comercio;3
37;mujer;comercio;3
34;mujer;comercio;9
36;mujer;comercio;3
35;mujer;produccion;7
36;mujer;comercio;9
36;mujer;produccion;5
36;mujer;servicios;8
36;mujer;comercio;4
36;mujer;servicios;10
38;mujer;comercio;2
36;mujer;comercio;16
35;mujer;servicios;80
35;mujer;comercio;13
37;mujer;produccion;9
37;mujer;comercio;9
40;mujer;comercio;5
37;mujer;comercio;14
36;mujer;comercio;60
36;mujer;comercio;9
37;mujer;comercio;4
37;mujer;produccion;13
36;mujer;servicios;7
36;mujer;comercio;4
35;mujer;produccion;6
37;mujer;comercio;6
37;mujer;produccion;1
36;mujer;servicios;2
37;mujer;comercio;1
34;mujer;produccion;1
34;mujer;produccion;6
36;mujer;produccion;6
52;mujer;comercio;7
59;mujer;comercio;13
51;mujer;comercio;1
49;mujer;produccion;6
48;mujer;servicios;7
45;mujer;produccion;5
41;mujer;comercio;4
41;mujer;comercio;9
40;mujer;produccion;1
36;mujer;servicios;7
37;mujer;comercio;13
56;mujer;comercio;11
57;mujer;produccion;8
56;mujer;produccion;9
51;mujer;comercio;13
53;mujer;comercio;7
54;mujer;comercio;8
50;mujer;comercio;5
52;mujer;comercio;5
53;mujer;produccion;9
52;mujer;produccion;7
54;mujer;produccion;7
49;mujer;servicios;80
57;mujer;comercio;8
33;mujer;comercio;1
49;mujer;comercio;9
47;mujer;produccion;7
47;mujer;servicios;1
41;mujer;comercio;3
43;mujer;comercio;3
43;mujer;comercio;60
42;mujer;produccion;7
41;mujer;produccion;13
40;mujer;produccion;1
40;mujer;comercio;60
39;mujer;comercio;1
38;mujer;servicios;13
39;mujer;comercio;13
41;mujer;comercio;12
36;mujer;servicios;10
59;mujer;produccion;12
54;mujer;comercio;3
40;mujer;servicios;1
35;mujer;comercio;5
36;mujer;produccion;4
59;mujer;servicios;4
55;mujer;comercio;80
56;mujer;comercio;1
54;mujer;comercio;9
52;mujer;comercio;2
53;mujer;comercio;2
32;mujer;comercio;4
55;mujer;comercio;2
53;mujer;produccion;8
36;mujer;servicios;9
33;mujer;comercio;7
51;mujer;comercio;1
50;mujer;produccion;4
52;mujer;produccion;4
41;mujer;comercio;3
53;mujer;comercio;8
45;mujer;produccion;13
40;mujer;produccion;8
44;mujer;servicios;5
53;mujer;servicios;9
56;mujer;produccion;9
52;mujer;comercio;3
53;mujer;comercio;4
52;mujer;comercio;3
54;mujer;comercio;4
49;mujer;comercio;80
46;mujer;comercio;10
45;mujer;servicios;1
45;mujer;servicios;13
42;mujer;comercio;1
44;mujer;comercio;4
43;mujer;comercio;10
43;mujer;produccion;4
45;mujer;produccion;4
42;mujer;produccion;13
50;mujer;comercio;4
50;mujer;comercio;4
49;mujer;servicios;5
40;mujer;comercio;90
50;mujer;comercio;9
49;mujer;produccion;6
46;mujer;comercio;4
54;mujer;servicios;4
54;mujer;comercio;7
55;mujer;comercio;3
47;mujer;comercio;16
60;mujer;comercio;2
55;mujer;comercio;2
56;mujer;comercio;16
57;mujer;comercio;16
53;mujer;produccion;80
53;mujer;comercio;2
55;mujer;comercio;2
35;mujer;comercio;5
55;mujer;comercio;5
56;mujer;comercio;8
54;mujer;comercio;11
56;mujer;comercio;7
59;mujer;comercio;7
53;mujer;comercio;9
54;mujer;comercio;5
24;mujer;comercio;8
51;mujer;servicios;6
56;mujer;comercio;12
52;mujer;comercio;6
51;mujer;servicios;5
52;mujer;comercio;6
53;mujer;comercio;10
51;mujer;servicios;4
52;mujer;produccion;4
53;mujer;comercio;5
54;mujer;servicios;2
53;mujer;comercio;9
54;mujer;comercio;10
51;mujer;produccion;4
52;mujer;produccion;6
51;mujer;comercio;5
53;mujer;servicios;5
54;mujer;comercio;10
55;mujer;comercio;5
47;mujer;comercio;9
49;mujer;comercio;3
46;mujer;comercio;5
51;mujer;servicios;1
52;mujer;comercio;7
45;mujer;servicios;8
27;mujer;comercio;9
43;mujer;comercio;7
46;mujer;comercio;1
42;mujer;produccion;7
38;mujer;produccion;7
55;mujer;comercio;7
54;mujer;comercio;60
54;mujer;comercio;60
52;mujer;produccion;60
54;mujer;produccion;60
57;mujer;produccion;60
42;mujer;comercio;60
42;mujer;comercio;60
40;mujer;comercio;60
43;mujer;comercio;60
43;mujer;comercio;60
43;mujer;produccion;80
47;mujer;comercio;80
33;mujer;comercio;10
34;mujer;comercio;13
35;mujer;comercio;13
33;mujer;comercio;4
36;mujer;comercio;7
35;mujer;comercio;10
34;mujer;comercio;1
51;mujer;comercio;7
48;mujer;servicios;10
51;mujer;servicios;9
48;mujer;comercio;6
49;mujer;comercio;1
50;mujer;comercio;3
47;mujer;comercio;10
48;mujer;comercio;9
45;mujer;comercio;6
42;mujer;comercio;4
42;mujer;produccion;16
39;mujer;produccion;4
41;mujer;comercio;10
36;mujer;comercio;10
38;mujer;comercio;9
37;mujer;comercio;10
35;mujer;comercio;7
37;mujer;comercio;7
34;mujer;servicios;90
35;mujer;servicios;10
37;mujer;servicios;10
33;mujer;comercio;10
34;mujer;produccion;4
48;mujer;produccion;9
54;mujer;produccion;5
33;mujer;produccion;6
45;mujer;comercio;13
54;mujer;comercio;10
53;mujer;comercio;15
52;mujer;comercio;2
27;mujer;comercio;2
50;mujer;produccion;9
48;mujer;comercio;1
47;mujer;servicios;4
49;mujer;servicios;4
48;mujer;comercio;1
46;mujer;produccion;80
47;mujer;comercio;4
45;mujer;servicios;8
45;mujer;produccion;10
43;mujer;produccion;5
44;mujer;comercio;4
47;mujer;comercio;4
40;mujer;comercio;1
46;mujer;produccion;8
50;mujer;produccion;5
46;mujer;comercio;4
45;mujer;produccion;7
40;mujer;comercio;8
42;mujer;comercio;5
41;mujer;produccion;1
34;mujer;comercio;7
36;mujer;comercio;7
46;mujer;comercio;7
37;mujer;produccion;4
51;mujer;comercio;7
53;mujer;comercio;1
50;mujer;produccion;9
45;mujer;comercio;13
50;mujer;produccion;4
53;mujer;produccion;4
52;mujer;comercio;9
51;mujer;comercio;3
52;mujer;comercio;3
57;mujer;comercio;10
53;mujer;servicios;4
51;mujer;produccion;5
52;mujer;produccion;7
54;mujer;comercio;7
52;mujer;comercio;1
52;mujer;comercio;5
51;mujer;servicios;10
51;mujer;produccion;9
53;mujer;produccion;9
53;mujer;produccion;9
32;mujer;comercio;6
49;mujer;produccion;8
52;mujer;produccion;8
51;mujer;comercio;6
53;mujer;comercio;4
54;mujer;comercio;10
54;mujer;produccion;3
51;mujer;comercio;13
51;mujer;produccion;2
53;mujer;servicios;5
68;mujer;servicios;5
51;mujer;comercio;5
52;mujer;comercio;5
59;mujer;comercio;2
52;mujer;comercio;8
53;mujer;servicios;8
53;mujer;comercio;5
65;mujer;comercio;3
51;mujer;comercio;6
53;mujer;comercio;12
52;mujer;produccion;2
52;mujer;comercio;4
21;mujer;servicios;2
51;mujer;comercio;8
54;mujer;comercio;3
50;mujer;produccion;9
52;mujer;produccion;4
53;mujer;comercio;8
53;mujer;produccion;13
55;mujer;produccion;13
52;mujer;comercio;8
53;mujer;comercio;8
51;mujer;comercio;3
54;mujer;comercio;3
52;mujer;comercio;3
51;mujer;servicios;13
53;mujer;comercio;9
52;mujer;servicios;6
53;mujer;produccion;13
54;mujer;comercio;7
50;mujer;comercio;7
52;mujer;comercio;4
53;mujer;produccion;90
51;mujer;comercio;12
56;mujer;comercio;10
50;mujer;servicios;4
52;mujer;produccion;4
51;mujer;comercio;10
52;mujer;comercio;7
53;mujer;produccion;9
51;mujer;produccion;8
54;mujer;produccion;7
51;mujer;comercio;7
53;mujer;comercio;9
54;mujer;produccion;2
52;mujer;comercio;8
52;mujer;comercio;4
52;mujer;servicios;16
53;mujer;comercio;5
64;mujer;produccion;15
52;mujer;comercio;2
50;mujer;servicios;7
51;mujer;comercio;3
52;mujer;comercio;3
52;mujer;comercio;9
53;mujer;produccion;3
51;mujer;produccion;9
54;mujer;produccion;9
50;mujer;comercio;7
50;mujer;servicios;10
52;mujer;comercio;1
55;mujer;produccion;7
53;mujer;comercio;7
54;mujer;produccion;1
53;mujer;comercio;8
52;mujer;comercio;7
58;mujer;comercio;3
52;mujer;comercio;2
50;mujer;comercio;8
51;mujer;comercio;8
52;mujer;comercio;3
51;mujer;comercio;9
54;mujer;comercio;8
49;mujer;comercio;10
52;mujer;produccion;4
54;mujer;comercio;10
51;mujer;servicios;1
52;mujer;servicios;1
51;mujer;comercio;11
51;mujer;comercio;3
52;mujer;comercio;60
53;mujer;comercio;10
54;mujer;comercio;4
52;mujer;produccion;3
49;mujer;comercio;6
51;mujer;comercio;1
51;mujer;comercio;80
50;mujer;comercio;16
51;mujer;produccion;6
49;mujer;comercio;10
52;mujer;comercio;5
51;mujer;comercio;13
58;mujer;comercio;9
52;mujer;comercio;14
51;mujer;produccion;4
50;mujer;comercio;11
51;mujer;comercio;11
49;mujer;produccion;9
51;mujer;comercio;9
51;mujer;produccion;2
49;hombre;comercio;9
51;hombre;comercio;9
51;mujer;comercio;13
50;mujer;comercio;4
51;mujer;comercio;16
51;mujer;comercio;16
52;mujer;comercio;14
57;mujer;comercio;7
49;mujer;comercio;12
49;mujer;produccion;60
50;mujer;produccion;60
51;mujer;servicios;7
54;mujer;comercio;6
52;mujer;comercio;60
49;mujer;produccion;10
49;mujer;comercio;9
48;mujer;servicios;16
51;mujer;produccion;16
50;mujer;produccion;3
49;mujer;servicios;7
56;mujer;comercio;16
50;mujer;comercio;10
50;mujer;comercio;10
49;mujer;produccion;13
52;mujer;comercio;6
52;mujer;comercio;16
49;mujer;comercio;60
50;mujer;comercio;13
48;mujer;produccion;60
50;mujer;produccion;7
52;mujer;comercio;9
51;mujer;produccion;4
49;mujer;comercio;4
48;mujer;comercio;7
49;mujer;produccion;7
48;mujer;produccion;4
50;mujer;produccion;4
50;mujer;comercio;1
52;mujer;comercio;1
51;mujer;comercio;13
50;mujer;produccion;4
50;mujer;comercio;4
51;mujer;comercio;11
52;mujer;comercio;11
52;mujer;comercio;60
48;mujer;servicios;12
47;mujer;servicios;4
49;mujer;servicios;8
48;mujer;comercio;1
48;mujer;comercio;9
