edad;sexo;actividad;comuna
31;mujer;servicios;10
33;mujer;produccion;3
32;mujer;comercio;1
51;mujer;comercio;13
53;mujer;comercio;13
32;mujer;servicios;7
34;mujer;produccion;4
33;mujer;comercio;10
34;mujer;produccion;3
32;mujer;servicios;90
32;mujer;produccion;9
31;mujer;produccion;8
33;mujer;comercio;4
49;mujer;produccion;7
32;mujer;comercio;10
33;mujer;comercio;10
33;mujer;comercio;10
34;mujer;comercio;9
33;mujer;produccion;60
32;mujer;comercio;10
34;mujer;servicios;9
34;mujer;comercio;2
36;mujer;comercio;8
34;mujer;comercio;4
31;mujer;comercio;4
33;mujer;comercio;4
31;mujer;comercio;3
31;mujer;produccion;9
31;mujer;comercio;3
32;mujer;comercio;9
30;mujer;servicios;1
33;mujer;produccion;1
32;mujer;produccion;2
33;mujer;produccion;2
38;mujer;servicios;14
56;mujer;produccion;9
54;mujer;servicios;8
50;mujer;comercio;16
45;mujer;comercio;6
30;mujer;comercio;2
44;mujer;servicios;80
44;mujer;comercio;3
46;hombre;comercio;3
54;mujer;produccion;9
55;mujer;comercio;2
56;mujer;comercio;2
35;mujer;comercio;9
43;mujer;comercio;9
38;mujer;produccion;7
58;mujer;comercio;2
51;mujer;comercio;6
35;mujer;servicios;1
53;mujer;servicios;7
53;mujer;servicios;7
50;mujer;servicios;3
49;mujer;produccion;4
49;mujer;produccion;4
49;mujer;servicios;8
47;mujer;servicios;3
44;mujer;comercio;80
41;mujer;comercio;13
54;mujer;comercio;7
46;mujer;produccion;13
37;mujer;comercio;12
44;mujer;comercio;8
44;mujer;produccion;9
41;mujer;comercio;2
51;mujer;comercio;4
41;mujer;comercio;9
40;mujer;comercio;2
34;mujer;servicios;13
36;mujer;comercio;4
47;mujer;produccion;80
58;mujer;servicios;13
61;mujer;produccion;60
54;mujer;servicios;90
53;mujer;produccion;80
56;mujer;comercio;16
50;mujer;produccion;12
52;mujer;servicios;9
49;mujer;comercio;16
52;mujer;comercio;10
54;mujer;comercio;10
51;mujer;comercio;10
51;mujer;produccion;8
49;mujer;produccion;5
48;mujer;comercio;10
49;mujer;comercio;16
56;mujer;comercio;1
47;mujer;servicios;10
45;mujer;servicios;4
47;mujer;servicios;80
42;mujer;produccion;10
44;mujer;comercio;8
43;mujer;produccion;10
41;mujer;comercio;16
42;mujer;comercio;10
41;mujer;comercio;6
50;mujer;comercio;4
43;mujer;comercio;3
38;mujer;comercio;4
38;mujer;comercio;2
40;mujer;produccion;9
38;mujer;comercio;3
41;mujer;comercio;6
38;mujer;comercio;16
46;mujer;servicios;13
40;mujer;comercio;6
38;mujer;comercio;10
39;mujer;comercio;10
36;mujer;comercio;5
39;mujer;comercio;5
39;mujer;servicios;16
48;mujer;produccion;2
33;mujer;produccion;6
35;mujer;produccion;6
35;mujer;servicios;9
33;mujer;comercio;1
38;mujer;servicios;4
34;mujer;comercio;1
35;mujer;comercio;9
58;mujer;produccion;9
55;mujer;comercio;13
45;mujer;comercio;13
35;mujer;comercio;60
55;mujer;comercio;60
58;mujer;comercio;13
59;mujer;comercio;13
51;mujer;comercio;9
45;mujer;servicios;9
48;mujer;comercio;1
44;mujer;comercio;8
37;mujer;produccion;13
43;mujer;servicios;3
43;mujer;comercio;13
44;mujer;produccion;13
37;mujer;produccion;9
48;mujer;comercio;11
52;mujer;comercio;7
50;mujer;produccion;9
52;mujer;comercio;10
47;mujer;comercio;9
45;mujer;produccion;7
41;mujer;comercio;3
52;mujer;comercio;1
33;mujer;produccion;10
50;mujer;produccion;12
51;mujer;servicios;12
47;mujer;servicios;1
47;mujer;comercio;8
46;mujer;produccion;7
41;mujer;produccion;60
42;mujer;comercio;16
54;mujer;comercio;9
56;mujer;comercio;9
48;mujer;comercio;3
37;mujer;servicios;2
42;mujer;comercio;10
37;mujer;comercio;9
49;mujer;comercio;8
50;mujer;comercio;8
41;mujer;produccion;60
49;mujer;comercio;10
45;mujer;servicios;6
47;mujer;comercio;13
43;mujer;produccion;4
46;mujer;comercio;10
42;mujer;produccion;80
33;mujer;comercio;13
32;mujer;comercio;2
39;mujer;comercio;60
36;mujer;produccion;4
24;mujer;comercio;4
46;mujer;comercio;13
44;mujer;produccion;6
45;mujer;comercio;4
42;mujer;servicios;4
43;mujer;comercio;1
44;mujer;comercio;1
40;mujer;comercio;4
65;hombre;comercio;10
66;hombre;comercio;10
65;hombre;comercio;2
68;hombre;comercio;16
67;hombre;comercio;9
66;hombre;comercio;3
64;hombre;comercio;80
65;hombre;comercio;10
67;hombre;comercio;10
67;hombre;servicios;13
66;hombre;comercio;9
64;hombre;comercio;5
33;hombre;comercio;60
64;mujer;comercio;15
65;hombre;comercio;10
65;hombre;comercio;10
63;hombre;comercio;9
64;hombre;comercio;10
64;hombre;comercio;7
65;hombre;produccion;9
64;hombre;comercio;3
64;hombre;produccion;5
46;hombre;produccion;8
64;hombre;comercio;10
63;hombre;comercio;6
65;hombre;comercio;6
63;hombre;comercio;4
66;hombre;comercio;6
62;hombre;comercio;5
64;hombre;servicios;1
65;hombre;comercio;4
63;hombre;servicios;6
65;hombre;servicios;6
64;hombre;comercio;3
65;hombre;comercio;4
62;hombre;comercio;3
63;hombre;servicios;8
64;hombre;servicios;7
64;hombre;comercio;4
63;hombre;produccion;90
64;hombre;comercio;90
63;hombre;servicios;90
63;hombre;produccion;9
63;hombre;comercio;90
63;hombre;comercio;10
64;hombre;comercio;1
62;hombre;produccion;90
64;hombre;comercio;13
62;hombre;comercio;60
62;hombre;comercio;10
64;hombre;produccion;10
64;hombre;comercio;4
64;hombre;produccion;5
64;hombre;comercio;7
65;hombre;comercio;7
65;hombre;servicios;10
63;hombre;servicios;80
65;hombre;comercio;80
62;hombre;comercio;1
64;hombre;comercio;1
63;hombre;comercio;2
64;hombre;comercio;2
62;hombre;comercio;4
65;hombre;comercio;6
63;hombre;comercio;6
64;hombre;comercio;14
66;hombre;produccion;4
60;hombre;servicios;6
61;hombre;servicios;80
59;hombre;comercio;1
61;hombre;comercio;1
59;hombre;comercio;4
61;mujer;servicios;9
62;hombre;servicios;9
34;hombre;servicios;9
59;hombre;servicios;6
60;hombre;servicios;6
60;hombre;comercio;8
60;hombre;comercio;10
62;hombre;comercio;12
62;hombre;comercio;1
58;hombre;comercio;7
62;hombre;comercio;3
60;hombre;comercio;9
60;hombre;servicios;16
62;hombre;comercio;9
63;hombre;comercio;9
64;hombre;comercio;7
64;hombre;produccion;6
62;hombre;comercio;10
60;hombre;produccion;5
62;hombre;comercio;2
59;hombre;produccion;9
61;hombre;produccion;9
60;hombre;produccion;7
62;hombre;comercio;9
59;hombre;produccion;6
63;hombre;comercio;10
64;hombre;comercio;13
62;hombre;produccion;2
60;hombre;servicios;60
61;hombre;produccion;9
61;hombre;comercio;10
63;hombre;servicios;2
65;hombre;servicios;2
63;hombre;comercio;2
61;hombre;comercio;90
62;hombre;servicios;7
62;hombre;comercio;7
59;hombre;servicios;6
26;hombre;servicios;9
63;hombre;comercio;6
60;hombre;comercio;3
61;hombre;comercio;1
59;hombre;comercio;9
59;hombre;comercio;4
60;hombre;comercio;2
64;hombre;comercio;4
61;hombre;produccion;13
64;hombre;comercio;3
60;hombre;servicios;4
60;hombre;comercio;60
64;hombre;comercio;90
59;hombre;produccion;3
58;hombre;servicios;9
62;hombre;comercio;10
58;hombre;comercio;2
60;hombre;comercio;2
65;hombre;comercio;10
61;hombre;comercio;5
61;hombre;comercio;5
61;hombre;comercio;5
60;hombre;comercio;5
63;hombre;produccion;13
59;hombre;comercio;10
60;hombre;servicios;13
60;hombre;comercio;4
61;hombre;comercio;4
63;hombre;comercio;10
64;hombre;produccion;1
58;mujer;servicios;9
60;mujer;servicios;10
61;hombre;comercio;10
63;hombre;servicios;10
58;hombre;comercio;5
61;hombre;servicios;13
58;hombre;produccion;5
58;hombre;comercio;9
61;hombre;comercio;8
59;mujer;comercio;7
60;mujer;produccion;7
59;hombre;comercio;10
61;hombre;servicios;2
60;hombre;comercio;4
62;hombre;comercio;10
57;hombre;servicios;5
58;hombre;servicios;10
59;hombre;comercio;9
62;hombre;comercio;9
55;hombre;comercio;16
52;hombre;comercio;80
50;hombre;comercio;10
50;hombre;comercio;10
51;hombre;comercio;10
52;hombre;comercio;16
42;hombre;comercio;4
39;hombre;comercio;4
56;hombre;comercio;3
53;hombre;comercio;10
50;hombre;comercio;4
49;hombre;comercio;2
48;hombre;comercio;60
43;hombre;comercio;8
44;hombre;comercio;8
45;hombre;comercio;8
44;hombre;comercio;60
35;hombre;produccion;2
43;hombre;produccion;8
64;hombre;comercio;1
50;hombre;comercio;5
40;hombre;produccion;9
35;hombre;servicios;2
36;hombre;comercio;16
53;hombre;servicios;13
56;hombre;comercio;12
42;hombre;comercio;4
54;hombre;comercio;10
43;hombre;servicios;2
61;hombre;comercio;4
62;hombre;comercio;4
65;hombre;comercio;1
26;hombre;comercio;16
63;hombre;comercio;9
59;hombre;comercio;8
42;hombre;comercio;1
41;hombre;comercio;4
43;hombre;comercio;4
63;hombre;comercio;16
63;hombre;comercio;16
60;hombre;comercio;1
63;hombre;produccion;6
56;hombre;comercio;9
52;hombre;comercio;9
53;hombre;comercio;9
47;hombre;comercio;13
36;hombre;comercio;4
38;hombre;produccion;3
35;hombre;comercio;2
52;hombre;comercio;7
45;hombre;produccion;13
44;hombre;comercio;60
36;hombre;comercio;5
57;hombre;comercio;16
58;hombre;comercio;16
61;hombre;comercio;13
63;hombre;comercio;13
62;hombre;produccion;13
60;hombre;comercio;10
62;hombre;servicios;10
62;hombre;produccion;80
61;hombre;produccion;7
60;hombre;comercio;4
58;hombre;produccion;9
59;hombre;comercio;4
56;hombre;comercio;15
56;hombre;comercio;5
56;hombre;comercio;15
55;hombre;comercio;10
54;hombre;comercio;11
50;hombre;comercio;1
37;hombre;comercio;9
61;hombre;produccion;80
65;hombre;comercio;8
63;hombre;comercio;1
60;hombre;comercio;8
61;hombre;comercio;8
62;hombre;comercio;8
63;hombre;servicios;4
64;hombre;comercio;4
53;hombre;comercio;1
55;hombre;comercio;1
56;mujer;comercio;7
53;hombre;servicios;7
54;hombre;servicios;7
53;hombre;produccion;13
55;hombre;comercio;16
53;hombre;servicios;4
51;hombre;comercio;10
52;hombre;comercio;16
53;hombre;comercio;10
52;hombre;comercio;50
34;hombre;servicios;90
33;hombre;servicios;13
35;hombre;comercio;13
35;hombre;comercio;1
53;hombre;comercio;6
33;hombre;produccion;8
40;hombre;comercio;1
56;hombre;comercio;7
60;hombre;comercio;1
49;hombre;comercio;4
37;mujer;produccion;9
34;hombre;comercio;10
58;hombre;comercio;10
50;hombre;comercio;9
46;hombre;comercio;9
53;hombre;comercio;8
44;hombre;comercio;9
43;hombre;comercio;1
55;hombre;comercio;3
49;hombre;comercio;11
46;mujer;comercio;13
47;hombre;comercio;13
53;hombre;comercio;4
52;hombre;comercio;9
55;hombre;comercio;1
49;hombre;servicios;1
51;hombre;servicios;1
49;hombre;comercio;10
50;hombre;comercio;10
40;hombre;comercio;9
50;hombre;comercio;60
57;hombre;comercio;2
59;hombre;comercio;2
50;hombre;comercio;9
42;hombre;produccion;12
37;hombre;comercio;9
56;hombre;comercio;80
58;hombre;comercio;80
47;hombre;servicios;10
52;hombre;comercio;4
44;hombre;produccion;7
44;hombre;comercio;4
43;hombre;servicios;6
41;hombre;comercio;9
39;hombre;comercio;60
60;hombre;comercio;4
24;hombre;comercio;15
47;hombre;produccion;2
37;mujer;servicios;7
34;hombre;servicios;7
59;hombre;comercio;3
57;hombre;comercio;5
52;hombre;comercio;1
47;hombre;comercio;4
40;hombre;comercio;1
48;hombre;servicios;7
47;hombre;comercio;3
43;hombre;comercio;1
42;hombre;produccion;10
42;hombre;comercio;1
57;hombre;comercio;4
59;hombre;comercio;4
44;hombre;comercio;4
37;hombre;comercio;4
34;hombre;produccion;7
36;hombre;comercio;7
38;hombre;comercio;6
37;hombre;comercio;4
60;mujer;comercio;1
41;hombre;comercio;60
38;hombre;comercio;2
39;hombre;comercio;1
63;hombre;comercio;2
40;hombre;comercio;2
39;hombre;produccion;60
60;hombre;produccion;13
39;hombre;comercio;1
42;hombre;comercio;1
40;hombre;comercio;80
40;hombre;produccion;1
40;hombre;comercio;13
42;hombre;comercio;13
40;hombre;comercio;3
65;hombre;comercio;6
37;hombre;produccion;16
38;hombre;produccion;6
40;hombre;comercio;4
38;hombre;servicios;5
21;hombre;servicios;9
39;hombre;comercio;2
42;hombre;comercio;2
39;hombre;comercio;9
38;hombre;comercio;8
36;hombre;produccion;10
39;hombre;servicios;2
39;hombre;comercio;9
39;hombre;comercio;6
39;hombre;comercio;7
31;hombre;servicios;7
35;hombre;comercio;13
37;hombre;comercio;13
36;hombre;comercio;10
36;hombre;comercio;5
37;hombre;comercio;1
38;hombre;comercio;1
36;hombre;comercio;2
36;hombre;comercio;10
37;hombre;produccion;5
33;hombre;comercio;9
42;hombre;produccion;7
40;hombre;produccion;10
35;hombre;servicios;60
36;hombre;servicios;60
33;hombre;servicios;4
34;hombre;servicios;4
35;hombre;produccion;4
35;hombre;comercio;7
36;hombre;produccion;9
34;mujer;comercio;6
36;mujer;servicios;6
34;hombre;comercio;8
36;hombre;comercio;8
36;hombre;comercio;50
34;hombre;comercio;10
36;hombre;comercio;10
35;hombre;servicios;6
36;hombre;comercio;11
34;hombre;servicios;13
35;hombre;comercio;16
35;hombre;produccion;60
36;hombre;comercio;1
35;hombre;comercio;4
37;hombre;comercio;7
35;hombre;servicios;9
23;hombre;servicios;13
35;hombre;comercio;6
36;hombre;comercio;10
41;hombre;servicios;13
34;hombre;comercio;4
35;hombre;comercio;5
35;hombre;comercio;5
36;mujer;comercio;80
63;hombre;comercio;16
35;hombre;servicios;90
35;hombre;comercio;4
36;hombre;comercio;13
34;hombre;comercio;3
35;hombre;comercio;3
35;hombre;comercio;9
36;hombre;servicios;10
36;hombre;comercio;10
34;hombre;produccion;10
36;hombre;comercio;9
36;hombre;comercio;3
33;hombre;servicios;1
36;hombre;comercio;1
35;hombre;produccion;60
51;hombre;comercio;60
32;hombre;servicios;16
31;hombre;comercio;13
33;hombre;servicios;13
31;hombre;comercio;8
35;hombre;comercio;9
37;hombre;comercio;13
39;hombre;servicios;1
39;hombre;produccion;8
36;hombre;comercio;13
37;hombre;servicios;13
37;hombre;comercio;8
38;hombre;produccion;8
56;hombre;comercio;11
39;hombre;produccion;60
37;hombre;servicios;16
36;hombre;comercio;90
38;hombre;produccion;3
35;hombre;comercio;80
38;hombre;comercio;16
36;hombre;produccion;4
36;hombre;comercio;80
37;hombre;produccion;4
38;hombre;servicios;4
38;hombre;produccion;1
39;hombre;comercio;4
36;hombre;comercio;4
36;hombre;comercio;90
38;hombre;comercio;4
37;hombre;comercio;7
36;hombre;comercio;10
38;hombre;comercio;10
36;hombre;comercio;12
39;hombre;produccion;6
39;hombre;comercio;7
41;hombre;comercio;10
40;hombre;servicios;10
39;hombre;comercio;7
40;hombre;comercio;3
40;hombre;produccion;60
38;hombre;comercio;5
40;hombre;comercio;13
39;hombre;servicios;4
39;hombre;comercio;6
38;hombre;servicios;4
39;hombre;produccion;4
40;hombre;comercio;14
42;hombre;produccion;8
39;hombre;comercio;10
39;hombre;comercio;6
38;hombre;produccion;7
40;hombre;comercio;10
36;hombre;comercio;4
37;hombre;servicios;13
40;hombre;produccion;3
39;hombre;comercio;1
37;hombre;comercio;9
33;hombre;servicios;8
35;hombre;produccion;10
34;hombre;comercio;10
34;hombre;servicios;9
43;hombre;servicios;3
35;hombre;produccion;1
36;hombre;produccion;1
33;hombre;comercio;1
36;hombre;comercio;1
34;hombre;servicios;13
35;hombre;comercio;8
33;hombre;comercio;4
35;hombre;comercio;7
33;hombre;servicios;16
33;hombre;servicios;16
60;hombre;servicios;5
34;hombre;comercio;4
32;hombre;servicios;10
34;hombre;servicios;10
34;hombre;servicios;9
39;hombre;comercio;7
37;hombre;servicios;7
36;hombre;produccion;5
38;hombre;produccion;10
35;hombre;produccion;3
35;hombre;servicios;10
37;hombre;servicios;10
35;hombre;servicios;10
36;hombre;comercio;10
36;hombre;comercio;60
36;hombre;comercio;4
68;hombre;comercio;9
37;mujer;produccion;13
53;hombre;comercio;13
38;hombre;produccion;13
37;hombre;comercio;9
22;hombre;comercio;5
37;hombre;servicios;10
37;hombre;servicios;5
35;hombre;comercio;4
36;hombre;comercio;10
36;hombre;servicios;5
37;hombre;servicios;5
35;hombre;servicios;8
37;hombre;comercio;8
37;hombre;comercio;4
35;hombre;comercio;2
35;hombre;servicios;16
37;hombre;comercio;16
35;hombre;comercio;13
37;hombre;comercio;10
35;hombre;comercio;7
36;hombre;servicios;2
38;hombre;comercio;1
35;hombre;servicios;9
21;mujer;comercio;8
37;mujer;produccion;8
36;hombre;produccion;9
36;hombre;produccion;12
35;hombre;comercio;9
36;hombre;servicios;8
35;hombre;comercio;7
36;hombre;servicios;1
35;hombre;comercio;90
37;hombre;comercio;16
37;hombre;comercio;4
37;hombre;comercio;10
37;hombre;comercio;9
36;hombre;produccion;10
37;hombre;comercio;4
35;hombre;comercio;4
37;hombre;servicios;4
36;hombre;servicios;2
48;hombre;produccion;2
46;hombre;comercio;60
47;hombre;produccion;3
49;hombre;comercio;13
35;hombre;comercio;1
53;hombre;comercio;5
46;hombre;comercio;13
50;hombre;comercio;4
47;hombre;comercio;10
43;hombre;comercio;10
54;hombre;servicios;80
32;hombre;servicios;7
56;hombre;produccion;60
53;hombre;produccion;60
47;hombre;produccion;1
54;hombre;comercio;60
43;hombre;comercio;60
44;hombre;comercio;60
43;hombre;servicios;60
41;hombre;comercio;60
42;hombre;produccion;60
51;hombre;comercio;7
41;hombre;produccion;1
43;hombre;produccion;1
60;hombre;comercio;7
59;hombre;comercio;10
61;hombre;comercio;1
57;hombre;servicios;7
56;hombre;comercio;4
57;hombre;comercio;10
59;hombre;comercio;3
57;hombre;comercio;80
56;hombre;comercio;7
58;hombre;produccion;7
57;hombre;produccion;5
57;hombre;comercio;4
59;hombre;comercio;4
55;hombre;comercio;4
58;hombre;comercio;10
58;hombre;servicios;8
58;hombre;servicios;10
58;hombre;comercio;10
56;hombre;comercio;4
58;hombre;comercio;4
59;hombre;produccion;4
59;hombre;comercio;8
27;hombre;comercio;16
59;hombre;servicios;9
56;hombre;servicios;16
57;hombre;servicios;60
56;hombre;produccion;3
57;hombre;comercio;2
58;hombre;servicios;8
56;hombre;servicios;16
56;hombre;comercio;4
56;hombre;comercio;9
59;hombre;produccion;9
57;hombre;comercio;4
59;hombre;comercio;4
56;hombre;comercio;7
56;hombre;servicios;2
56;hombre;comercio;7
55;hombre;comercio;10
58;hombre;comercio;10
55;hombre;servicios;6
57;hombre;comercio;6
57;hombre;comercio;6
58;hombre;servicios;5
58;hombre;comercio;1
57;hombre;comercio;9
55;hombre;comercio;4
57;hombre;comercio;8
56;hombre;servicios;3
62;hombre;comercio;3
55;hombre;comercio;9
54;hombre;comercio;2
59;hombre;comercio;10
56;hombre;produccion;15
55;hombre;produccion;10
56;hombre;produccion;10
57;hombre;servicios;16
56;hombre;servicios;10
55;hombre;produccion;5
54;hombre;comercio;6
55;hombre;comercio;5
43;hombre;comercio;13
56;hombre;comercio;5
55;hombre;servicios;8
57;hombre;comercio;13
55;hombre;produccion;9
54;hombre;comercio;9
56;hombre;comercio;10
55;hombre;servicios;2
55;hombre;servicios;5
57;hombre;servicios;5
28;hombre;comercio;4
57;hombre;servicios;4
54;mujer;servicios;5
61;hombre;comercio;3
55;hombre;produccion;4
56;hombre;comercio;1
54;hombre;comercio;3
55;hombre;comercio;4
54;hombre;servicios;6
56;hombre;produccion;6
55;hombre;produccion;4
57;hombre;comercio;6
55;hombre;comercio;10
57;hombre;comercio;1
54;hombre;comercio;2
55;hombre;servicios;4
54;hombre;produccion;5
56;hombre;servicios;4
41;hombre;servicios;15
56;hombre;comercio;9
55;hombre;produccion;2
56;hombre;comercio;4
54;hombre;servicios;10
55;hombre;servicios;9
54;hombre;produccion;6
56;hombre;comercio;13
57;hombre;comercio;13
55;hombre;comercio;7
56;hombre;comercio;7
53;hombre;comercio;7
55;hombre;comercio;4
53;hombre;comercio;13
55;hombre;comercio;1
54;hombre;servicios;4
55;hombre;servicios;10
27;hombre;servicios;9
56;hombre;comercio;7
55;hombre;comercio;10
53;hombre;produccion;16
53;hombre;produccion;90
58;hombre;comercio;1
55;hombre;comercio;5
53;hombre;comercio;5
55;hombre;comercio;4
54;hombre;comercio;9
55;hombre;servicios;6
54;hombre;comercio;3
55;hombre;produccion;15
53;hombre;servicios;1
56;hombre;comercio;4
55;hombre;comercio;1
55;hombre;comercio;10
54;hombre;comercio;3
54;hombre;comercio;13
55;hombre;comercio;13
55;hombre;comercio;10
53;hombre;comercio;10
55;hombre;comercio;10
55;hombre;servicios;4
53;hombre;produccion;8
54;hombre;comercio;8
54;hombre;produccion;5
55;hombre;comercio;9
56;hombre;comercio;6
53;mujer;comercio;9
54;hombre;comercio;10
55;hombre;produccion;2
53;hombre;comercio;4
52;hombre;servicios;4
56;hombre;servicios;7
52;hombre;comercio;12
54;hombre;comercio;8
56;hombre;comercio;8
55;hombre;comercio;4
57;hombre;produccion;4
54;hombre;comercio;9
53;hombre;servicios;11
54;hombre;comercio;1
53;hombre;comercio;6
55;hombre;comercio;3
45;hombre;comercio;4
53;hombre;servicios;4
54;hombre;servicios;4
54;hombre;comercio;3
52;hombre;comercio;10
54;hombre;comercio;10
54;hombre;comercio;5
51;hombre;comercio;60
53;hombre;servicios;60
54;hombre;produccion;3
53;hombre;comercio;6
52;hombre;produccion;5
53;hombre;servicios;8
53;hombre;produccion;9
51;hombre;comercio;3
52;hombre;comercio;4
54;hombre;comercio;5
55;hombre;comercio;9
53;hombre;servicios;4
53;hombre;comercio;16
51;hombre;comercio;9
53;hombre;comercio;4
52;hombre;comercio;5
53;hombre;produccion;5
51;hombre;servicios;3
52;hombre;produccion;3
53;hombre;comercio;10
52;hombre;produccion;9
52;hombre;comercio;15
53;hombre;comercio;4
51;hombre;produccion;7
52;hombre;produccion;7
54;hombre;comercio;4
53;hombre;comercio;2
52;hombre;produccion;5
29;hombre;produccion;1
53;hombre;produccion;4
52;hombre;comercio;9
52;hombre;servicios;4
53;hombre;servicios;4
52;hombre;servicios;16
53;hombre;comercio;16
52;hombre;comercio;5
55;hombre;comercio;9
51;hombre;comercio;7
53;hombre;produccion;4
52;hombre;servicios;8
52;hombre;comercio;60
51;hombre;comercio;10
51;hombre;comercio;11
51;hombre;comercio;1
53;hombre;comercio;1
52;hombre;comercio;9
53;hombre;produccion;5
53;hombre;comercio;8
50;hombre;servicios;4
29;hombre;comercio;9
51;hombre;comercio;60
50;hombre;produccion;16
52;hombre;comercio;16
28;hombre;servicios;5
52;hombre;comercio;9
53;hombre;produccion;3
34;hombre;comercio;10
50;hombre;comercio;4
52;hombre;servicios;4
50;hombre;comercio;14
52;hombre;servicios;4
53;hombre;comercio;3
50;hombre;comercio;1
52;hombre;comercio;1
52;hombre;comercio;4
51;hombre;produccion;13
53;hombre;produccion;16
38;hombre;comercio;7
51;hombre;comercio;3
51;hombre;comercio;9
52;hombre;comercio;4
53;hombre;comercio;4
50;hombre;comercio;4
50;hombre;comercio;7
52;hombre;produccion;10
52;hombre;comercio;9
54;hombre;comercio;13
50;hombre;comercio;13
52;hombre;produccion;4
51;hombre;comercio;4
51;hombre;comercio;13
51;hombre;produccion;60
51;hombre;comercio;10
50;hombre;comercio;16
51;hombre;comercio;80
51;hombre;comercio;5
50;hombre;comercio;9
49;hombre;servicios;9
51;hombre;servicios;9
49;hombre;comercio;10
51;hombre;servicios;13
51;hombre;servicios;3
49;hombre;comercio;16
50;hombre;comercio;13
51;hombre;produccion;9
50;hombre;comercio;9
50;hombre;comercio;13
50;hombre;comercio;13
48;hombre;servicios;10
51;hombre;comercio;8
50;hombre;comercio;8
49;hombre;servicios;4
50;hombre;comercio;8
50;hombre;servicios;1
48;mujer;servicios;15
47;hombre;servicios;9
50;hombre;servicios;5
50;hombre;produccion;3
49;hombre;comercio;4
50;hombre;produccion;9
48;hombre;comercio;2
49;hombre;comercio;2
50;hombre;comercio;2
51;hombre;comercio;2
50;hombre;comercio;1
51;hombre;produccion;3
49;mujer;produccion;9
50;hombre;comercio;60
49;hombre;produccion;16
29;mujer;comercio;4
49;hombre;produccion;9
54;hombre;comercio;1
49;hombre;comercio;10
48;hombre;comercio;5
48;hombre;comercio;5
50;hombre;comercio;5
48;hombre;comercio;16
48;hombre;comercio;1
49;hombre;comercio;1
49;hombre;produccion;4
47;hombre;comercio;2
48;hombre;comercio;4
48;hombre;comercio;10
49;hombre;comercio;6
49;hombre;comercio;10
49;hombre;servicios;5
51;hombre;comercio;10
52;hombre;comercio;10
48;hombre;servicios;4
46;hombre;comercio;13
21;hombre;comercio;8
49;hombre;comercio;1
48;hombre;servicios;5
48;hombre;comercio;7
49;hombre;comercio;7
48;hombre;servicios;10
48;hombre;comercio;2
47;hombre;produccion;13
47;hombre;produccion;13
47;hombre;comercio;7
48;hombre;servicios;9
48;hombre;comercio;10
46;hombre;servicios;3
47;hombre;produccion;1
56;hombre;produccion;80
48;hombre;comercio;9
48;hombre;comercio;7
47;hombre;comercio;7
46;hombre;servicios;4
48;hombre;comercio;4
46;hombre;produccion;15
45;hombre;produccion;4
47;hombre;produccion;4
48;hombre;produccion;3
47;hombre;servicios;10
46;hombre;comercio;8
46;hombre;comercio;10
46;hombre;servicios;10
47;hombre;comercio;60
48;hombre;comercio;10
46;hombre;produccion;60
49;hombre;produccion;3
49;mujer;comercio;9
46;hombre;servicios;10
48;hombre;produccion;7
45;hombre;comercio;60
47;hombre;produccion;60
47;hombre;servicios;9
46;hombre;comercio;4
45;hombre;servicios;13
58;hombre;produccion;1
44;mujer;servicios;7
46;mujer;servicios;7
44;hombre;produccion;9
45;hombre;comercio;16
45;hombre;servicios;2
45;hombre;comercio;2
43;hombre;comercio;4
44;hombre;comercio;12
44;hombre;comercio;9
45;hombre;produccion;9
36;hombre;produccion;3
46;hombre;comercio;9
44;hombre;comercio;16
44;hombre;servicios;9
44;mujer;comercio;7
44;hombre;produccion;16
45;hombre;comercio;3
44;hombre;comercio;13
46;hombre;produccion;13
45;hombre;comercio;10
46;hombre;comercio;7
21;hombre;produccion;60
45;hombre;servicios;9
44;hombre;comercio;3
46;hombre;servicios;4
45;hombre;produccion;3
44;hombre;produccion;6
46;hombre;comercio;6
43;hombre;servicios;8
43;mujer;comercio;5
64;mujer;comercio;80
44;hombre;servicios;9
43;hombre;servicios;2
45;hombre;servicios;6
42;hombre;comercio;4
44;hombre;comercio;4
43;hombre;servicios;60
45;hombre;produccion;8
44;hombre;produccion;60
44;hombre;comercio;4
45;hombre;comercio;10
44;hombre;comercio;11
44;hombre;comercio;4
44;hombre;servicios;9
44;hombre;comercio;16
43;hombre;produccion;9
42;hombre;servicios;3
44;hombre;comercio;3
42;hombre;comercio;4
43;hombre;produccion;8
44;hombre;comercio;10
43;hombre;servicios;10
43;hombre;comercio;60
42;hombre;produccion;7
41;hombre;servicios;1
41;hombre;comercio;13
42;hombre;servicios;4
42;mujer;servicios;5
44;hombre;comercio;10
47;hombre;servicios;2
42;hombre;comercio;16
43;hombre;produccion;7
42;hombre;servicios;4
22;hombre;servicios;15
43;hombre;comercio;60
42;hombre;servicios;12
43;hombre;comercio;4
45;hombre;comercio;1
41;hombre;servicios;16
35;hombre;servicios;2
42;hombre;servicios;16
41;hombre;comercio;4
41;hombre;servicios;8
43;hombre;servicios;1
40;hombre;comercio;3
41;hombre;comercio;8
42;hombre;comercio;10
41;hombre;comercio;5
42;hombre;comercio;1
40;hombre;comercio;7
42;hombre;comercio;7
40;hombre;comercio;7
41;hombre;servicios;4
42;hombre;comercio;16
